KONCESSION,Spanning,Enhet,FöretagNa,kommunkod,kommunnamn,Företagsnamn,Hemsida,Emailadress,Telefonnummer,Adress
380CHC,20,REL03028,E.ON Energidistribution AB,"1267",Höör,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380JCg,20,REL03028,E.ON Energidistribution AB,"1267",Höör,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
4092AS,24,REL00126,Mellersta Skånes Kraft ek. för.,"1267",Höör,Mellersta Skånes Kraft ek. för.,mskraft.nu,info@mskraft.se,0413-48 90 00,"Landsvägen 77, 243 72 Tjörnarp"
7035P,20,REL00886,Kraftringen Nät AB,"1267",Höör,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
712AD,20,REL00886,Kraftringen Nät AB,"1267",Höör,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
863AB,20,REL00886,Kraftringen Nät AB,"1267",Höör,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
3508CE,20,REL00011,Bjärke Energi ek. för.,"1441",Lerum,Bjärke Energi ek. för.,bjerke-energi.se,info@bjerke-energi.se,0322-650 500,"Energigatan 3, 441 74 Sollebrunn"
359AE,20,REL00148,Partille Energi Nät AB,"1441",Lerum,Partille Energi Nät AB,partilleenergi.se,kundservice@partilleenergi.se,031-336 96 60,"Box 55 100, 400 53 Göteborg"
435HB,20,REL03030,Vattenfall Eldistribution AB,"1441",Lerum,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
446ER,20,REL00062,Göteborg Energi Nät AB,"1441",Lerum,Göteborg Energi Nät AB,goteborgenergi.se,,031-62 62 62,"Box 53, 401 20 Göteborg"
4791DB,22,REL00001,Ale El ek. för.,"1441",Lerum,Ale El ek. för.,aleel.se,info@aleel.se,0303-33 24 00,"Lunnavägen 2, Box 3004, 449 14 Alafors"
563BD,20,REL03049,Alingsås Energi Elnät AB,"1441",Lerum,Alingsås Energi Elnät AB,alingsasenergi.se,kundservice@alingsasenergi.se,0322-617 617,"Södra Strömgatan 6, 441 33 Alingsås"
7212BS,40,REL00078,Härryda Energi AB,"1441",Lerum,Härryda Energi AB,harrydaenergi.se,info@harrydaenergi.se,031-376 10 10,"Kabelvägen 2, 435 80 Mölnlycke"
823JI,20,REL00106,Lerum Nät AB,"1441",Lerum,Lerum Nät AB,lerumenergi.se,kundservice@lerumenergi.se,0302-558 50,"Elvägen 7, 443 61 Stenkullen"
731ÖEO,20,REL03030,Vattenfall Eldistribution AB,"1982",Fagersta,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7406Å,20,REL03030,Vattenfall Eldistribution AB,"1982",Fagersta,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
118HA,20,REL00570,Västerbergslagens Elnät AB,"1982",Fagersta,Västerbergslagens Elnät AB,vbenergi.se,info@vbenergi.se,0240-876 00,Box 860 771 28 Ludvika
1376CK,20,REL03028,E.ON Energidistribution AB,"1282",Landskrona,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
195AC,12,REL00103,Landskrona Energi AB,"1282",Landskrona,Landskrona Energi AB,landskronaenergi.se,kundservice@landskronaenergi.se,0418-47 36 20,"Gasverksgatan 2, 261 35 Landskrona"
205BY,20,REL03045,Öresundskraft Elnät AB,"1282",Landskrona,Öresundskraft Elnät AB,oresundskraft.se,info@oresundskraft.se,042-490 30 00,"Västra sandgatan 4, 252 25 Helsingborg"
380CHH,20,REL03028,E.ON Energidistribution AB,"1282",Landskrona,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
2471M,20,REL03030,Vattenfall Eldistribution AB,"0330",Knivsta,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
3251P,24,REL03028,E.ON Energidistribution AB,"0330",Knivsta,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
731ÖGT,20,REL03030,Vattenfall Eldistribution AB,"0330",Knivsta,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
1376CK,20,REL03028,E.ON Energidistribution AB,"1261",Kävlinge,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
1659EX,20,REL00169,Skånska Energi Nät AB,"1261",Kävlinge,Skånska Energi Nät AB,skanska-energi.se,se@skanska-energi.se,046-507 00,"Skånska Energi AB, Box 25, 221 00 Lund"
195AC,12,REL00103,Landskrona Energi AB,"1261",Kävlinge,Landskrona Energi AB,landskronaenergi.se,kundservice@landskronaenergi.se,0418-47 36 20,"Gasverksgatan 2, 261 35 Landskrona"
380CHH,20,REL03028,E.ON Energidistribution AB,"1261",Kävlinge,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
"11213",24,REL00886,Kraftringen Nät AB,"1261",Kävlinge,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
712AD,20,REL00886,Kraftringen Nät AB,"1261",Kävlinge,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
359AE,20,REL00148,Partille Energi Nät AB,"1401",Härryda,Partille Energi Nät AB,partilleenergi.se,kundservice@partilleenergi.se,031-336 96 60,"Box 55 100, 400 53 Göteborg"
435HB,20,REL03030,Vattenfall Eldistribution AB,"1401",Härryda,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
446ER,20,REL00062,Göteborg Energi Nät AB,"1401",Härryda,Göteborg Energi Nät AB,goteborgenergi.se,,031-62 62 62,"Box 53, 401 20 Göteborg"
6180Q,20,REL00128,Mölndal Energi Nät AB,"1401",Härryda,Mölndal Energi Nät AB,molndalenergi.se,kundservice@molndalenergi.se,031-86 65 00,"Box 34, 431 21 Mölndal"
7212BS,40,REL00078,Härryda Energi AB,"1401",Härryda,Härryda Energi AB,harrydaenergi.se,info@harrydaenergi.se,031-376 10 10,"Kabelvägen 2, 435 80 Mölnlycke"
823JI,20,REL00106,Lerum Nät AB,"1401",Härryda,Lerum Nät AB,lerumenergi.se,kundservice@lerumenergi.se,0302-558 50,"Elvägen 7, 443 61 Stenkullen"
8705BU,20,REL03035,Ellevio AB,"1401",Härryda,Ellevio AB,ellevio.se,,0771-53 53 00,
2994AI,10,REL03061,Sandhult-Sandareds Elnät AB,"1443",Bollebygd,Sandhult-Sandareds Elnät AB,ssel.se,info@ssel.se,033-23 37 55,"Hagavägen 11, 518 40 Sjömarken"
435HB,20,REL03030,Vattenfall Eldistribution AB,"1443",Bollebygd,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7212BS,40,REL00078,Härryda Energi AB,"1443",Bollebygd,Härryda Energi AB,harrydaenergi.se,info@harrydaenergi.se,031-376 10 10,"Kabelvägen 2, 435 80 Mölnlycke"
211CX,20,REL00191,Trollhättan Energi Elnät AB,"1444",Grästorp,Trollhättan Energi Elnät AB,trollhattanenergi.se,kundservice@trollhattanenergi.se,020-89 90 00,"Förrådsgatan 2 Box 933, 461 29 Trollhättan"
440AC,40,REL03038,Lidköping Elnät AB,"1444",Grästorp,Lidköping Elnät AB,lidkoping.se/lidkoping-elnat/start,lidkopingelnat@lidkoping.se,0510-77 00 00,"Skogvaktarevägen 7c, 531 53 Lidköping"
541CP,20,REL00203,Vara Energi ek. för.,"1444",Grästorp,Vara Energi ek. för.,varaenergi.se,info@varaenergi.se,0512-79 70 80,"Torsgatan 16, 534 31 Vara"
7205EJ,20,REL00049,Grästorps Energi ek. för.,"1444",Grästorp,Grästorps Energi ek. för.,grastorpenergi.se,kundtjanst@grastorpenergi.se,0514-105 25,"Plogvägen 5, 467 30 Grästorp"
7222D,20,REL00135,Nossebroortens Energi ek. för.,"1444",Grästorp,Nossebroortens Energi ek. för.,nossebroenergi.se,kundtjanst@nossebroenergi.se,0512-79 81 00,"Liljegatan 15, 465 30 Nossebro"
8400AS,20,REL03030,Vattenfall Eldistribution AB,"1444",Grästorp,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
2073Ag,20,REL03043,Karlsborgs Elnät AB,"1472",Tibro,Karlsborgs Elnät AB,karlsborgsenergi.se,kundservice@karlsborgsenergi.se,0505-171 00,"Västra vägen 41, 546 31 Karlsborg"
731ÖKA,24,REL03030,Vattenfall Eldistribution AB,"1472",Tibro,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
834AR,20,REL00187,Tibro Elnät AB,"1472",Tibro,Tibro Elnät AB,tibroenergi.se,kundtjanst@tibroenergi.se,0504-44 04 40,"Fabriksgatan 10, 543 50 Tibro"
3508CE,20,REL00011,Bjärke Energi ek. för.,"1445",Essunga,Bjärke Energi ek. för.,bjerke-energi.se,info@bjerke-energi.se,0322-650 500,"Energigatan 3, 441 74 Sollebrunn"
435HB,20,REL03030,Vattenfall Eldistribution AB,"1445",Essunga,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
541CP,20,REL00203,Vara Energi ek. för.,"1445",Essunga,Vara Energi ek. för.,varaenergi.se,info@varaenergi.se,0512-79 70 80,"Torsgatan 16, 534 31 Vara"
7205EJ,20,REL00049,Grästorps Energi ek. för.,"1445",Essunga,Grästorps Energi ek. för.,grastorpenergi.se,kundtjanst@grastorpenergi.se,0514-105 25,"Plogvägen 5, 467 30 Grästorp"
7222D,20,REL00135,Nossebroortens Energi ek. för.,"1445",Essunga,Nossebroortens Energi ek. för.,nossebroenergi.se,kundtjanst@nossebroenergi.se,0512-79 81 00,"Liljegatan 15, 465 30 Nossebro"
731ÖKA,24,REL03030,Vattenfall Eldistribution AB,"1445",Essunga,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8400AS,20,REL03030,Vattenfall Eldistribution AB,"1445",Essunga,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
1290BP,20,REL00175,Staffanstorps Energi AB,"1263",Svedala,Staffanstorps Energi AB,staffanstorpscentrum.se/energi,staffanstorpsenergi@staffanstorp.se,046-280 43 00,"Box 137, 245 22 Staffanstorp"
1659EX,20,REL00169,Skånska Energi Nät AB,"1263",Svedala,Skånska Energi Nät AB,skanska-energi.se,se@skanska-energi.se,046-507 00,"Skånska Energi AB, Box 25, 221 00 Lund"
365DG,50,REL03028,E.ON Energidistribution AB,"1263",Svedala,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CEH,20,REL03028,E.ON Energidistribution AB,"1263",Svedala,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380COJ,24,REL03028,E.ON Energidistribution AB,"1263",Svedala,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380COQ,20,REL03028,E.ON Energidistribution AB,"1263",Svedala,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
731ÖEP,20,REL03030,Vattenfall Eldistribution AB,"1960",Kungsör,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7403BH,40,REL00267,Mälarenergi Elnät AB,"1960",Kungsör,Mälarenergi Elnät AB,malarenergi.se,,021-39 50 50,"Box 14, 721 03 Västerås"
1839AN,20,REL03030,Vattenfall Eldistribution AB,"0127",Botkyrka,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
2275AI,20,REL03030,Vattenfall Eldistribution AB,"0127",Botkyrka,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
3163BB,20,REL03035,Ellevio AB,"0127",Botkyrka,Ellevio AB,ellevio.se,,0771-53 53 00,
352L,20,REL03035,Ellevio AB,"0127",Botkyrka,Ellevio AB,ellevio.se,,0771-53 53 00,
3842L,20,REL03030,Vattenfall Eldistribution AB,"0127",Botkyrka,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
498AF,20,REL00186,Telge Nät AB,"0127",Botkyrka,Telge Nät AB,telgeenergi.se,nat@telge.se,08-550 233 00,"Box 633, 151 27 Södertälje"
153BK,110,REL03035,Ellevio AB,"0126",Huddinge,Ellevio AB,ellevio.se,,0771-53 53 00,
1839AN,20,REL03030,Vattenfall Eldistribution AB,"0126",Huddinge,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
2275AI,20,REL03030,Vattenfall Eldistribution AB,"0126",Huddinge,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
3163BB,20,REL03035,Ellevio AB,"0126",Huddinge,Ellevio AB,ellevio.se,,0771-53 53 00,
3842L,20,REL03030,Vattenfall Eldistribution AB,"0126",Huddinge,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
153BK,110,REL03035,Ellevio AB,"0180",Stockholm,Ellevio AB,ellevio.se,,0771-53 53 00,
1799R,20,REL00173,Sollentuna Energi och Miljö AB,"0180",Stockholm,Sollentuna Energi och Miljö AB,seom.se,info@seom.se,08-623 88 00,"Box 972, 191 29 Sollentuna"
2275AI,20,REL03030,Vattenfall Eldistribution AB,"0180",Stockholm,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
2464A,20,REL03028,E.ON Energidistribution AB,"0180",Stockholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
3163BB,20,REL03035,Ellevio AB,"0180",Stockholm,Ellevio AB,ellevio.se,,0771-53 53 00,
3646AP,33,REL00130,Nacka Energi AB,"0180",Stockholm,Nacka Energi AB,nackaenergi.se,info@nackaenergi.se,08-466 81 00,"Box 753, 131 24 Nacka"
3842L,20,REL03030,Vattenfall Eldistribution AB,"0180",Stockholm,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
534j,20,REL03035,Ellevio AB,"0180",Stockholm,Ellevio AB,ellevio.se,,0771-53 53 00,
731ÖFÖ,20,REL03030,Vattenfall Eldistribution AB,"0180",Stockholm,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7413T,20,REL03028,E.ON Energidistribution AB,"0180",Stockholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
8300A,70,REL03030,Vattenfall Eldistribution AB,"0180",Stockholm,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
2422AA,20,REL00064,Habo Kraft AB,"0642",Mullsjö,Habo Kraft AB,haboenergi.se,info@haboenergi.se,036-860 24 00,"Box 202, 566 24 Habo"
7204FE,20,REL00037,Falbygdens Energi Nät AB,"0642",Mullsjö,Falbygdens Energi Nät AB,falbygdensenergi.se,kundservice_falbygden@nordionenergi.se,010-178 84 00,"Bangatan 5, 521 43 Falköping"
731ÖKA,24,REL03030,Vattenfall Eldistribution AB,"0642",Mullsjö,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
380CPA,24,REL03028,E.ON Energidistribution AB,"1881",Kumla,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
8704Å,20,REL03028,E.ON Energidistribution AB,"1881",Kumla,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
153BK,110,REL03035,Ellevio AB,"0182",Nacka,Ellevio AB,ellevio.se,,0771-53 53 00,
3646AP,33,REL00130,Nacka Energi AB,"0182",Nacka,Nacka Energi AB,nackaenergi.se,info@nackaenergi.se,08-466 81 00,"Box 753, 131 24 Nacka"
3679z,20,REL00016,Boo Energi ek. för.,"0182",Nacka,Boo Energi ek. för.,booenergi.se,kundservice@booenergi.se,08-747 51 70,"Värmdövägen 657, Box 103, 132 23 Saltsjö-Boo"
534j,20,REL03035,Ellevio AB,"0182",Nacka,Ellevio AB,ellevio.se,,0771-53 53 00,
731ÖFÖ,20,REL03030,Vattenfall Eldistribution AB,"0182",Nacka,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖGM,20,REL03030,Vattenfall Eldistribution AB,"0182",Nacka,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
205CK,20,REL03045,Öresundskraft Elnät AB,"1260",Bjuv,Öresundskraft Elnät AB,oresundskraft.se,info@oresundskraft.se,042-490 30 00,"Västra sandgatan 4, 252 25 Helsingborg"
380CHH,20,REL03028,E.ON Energidistribution AB,"1260",Bjuv,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
436BQ,20,REL03045,Öresundskraft Elnät AB,"1260",Bjuv,Öresundskraft Elnät AB,oresundskraft.se,info@oresundskraft.se,042-490 30 00,"Västra sandgatan 4, 252 25 Helsingborg"
644t,24,REL00886,Kraftringen Nät AB,"1260",Bjuv,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
3679z,20,REL00016,Boo Energi ek. för.,"0187",Vaxholm,Boo Energi ek. för.,booenergi.se,kundservice@booenergi.se,08-747 51 70,"Värmdövägen 657, Box 103, 132 23 Saltsjö-Boo"
534j,20,REL03035,Ellevio AB,"0187",Vaxholm,Ellevio AB,ellevio.se,,0771-53 53 00,
731ÖGM,20,REL03030,Vattenfall Eldistribution AB,"0187",Vaxholm,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7413T,20,REL03028,E.ON Energidistribution AB,"0187",Vaxholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
1290BP,20,REL00175,Staffanstorps Energi AB,"1230",Staffanstorp,Staffanstorps Energi AB,staffanstorpscentrum.se/energi,staffanstorpsenergi@staffanstorp.se,046-280 43 00,"Box 137, 245 22 Staffanstorp"
1659EX,20,REL00169,Skånska Energi Nät AB,"1230",Staffanstorp,Skånska Energi Nät AB,skanska-energi.se,se@skanska-energi.se,046-507 00,"Skånska Energi AB, Box 25, 221 00 Lund"
365DG,50,REL03028,E.ON Energidistribution AB,"1230",Staffanstorp,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CEH,20,REL03028,E.ON Energidistribution AB,"1230",Staffanstorp,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
"11213",24,REL00886,Kraftringen Nät AB,"1230",Staffanstorp,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
401BG,20,REL00886,Kraftringen Nät AB,"1230",Staffanstorp,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
153BK,110,REL03035,Ellevio AB,"0138",Tyresö,Ellevio AB,ellevio.se,,0771-53 53 00,
2275AI,20,REL03030,Vattenfall Eldistribution AB,"0138",Tyresö,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
3646AP,33,REL00130,Nacka Energi AB,"0138",Tyresö,Nacka Energi AB,nackaenergi.se,info@nackaenergi.se,08-466 81 00,"Box 753, 131 24 Nacka"
3842L,20,REL03030,Vattenfall Eldistribution AB,"0138",Tyresö,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖFÖ,20,REL03030,Vattenfall Eldistribution AB,"0138",Tyresö,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖGM,20,REL03030,Vattenfall Eldistribution AB,"0138",Tyresö,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
205CK,20,REL03045,Öresundskraft Elnät AB,"1277",Åstorp,Öresundskraft Elnät AB,oresundskraft.se,info@oresundskraft.se,042-490 30 00,"Västra sandgatan 4, 252 25 Helsingborg"
380CHH,20,REL03028,E.ON Energidistribution AB,"1277",Åstorp,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380COX,24,REL03028,E.ON Energidistribution AB,"1277",Åstorp,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
436BQ,20,REL03045,Öresundskraft Elnät AB,"1277",Åstorp,Öresundskraft Elnät AB,oresundskraft.se,info@oresundskraft.se,042-490 30 00,"Västra sandgatan 4, 252 25 Helsingborg"
644t,24,REL00886,Kraftringen Nät AB,"1277",Åstorp,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
7035P,20,REL00886,Kraftringen Nät AB,"1277",Åstorp,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
1799R,20,REL00173,Sollentuna Energi och Miljö AB,"0114",Upplands Väsby,Sollentuna Energi och Miljö AB,seom.se,info@seom.se,08-623 88 00,"Box 972, 191 29 Sollentuna"
198Q,20,REL03035,Ellevio AB,"0114",Upplands Väsby,Ellevio AB,ellevio.se,,0771-53 53 00,
2252AF,20,REL03028,E.ON Energidistribution AB,"0114",Upplands Väsby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
2464A,20,REL03028,E.ON Energidistribution AB,"0114",Upplands Väsby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
2471M,20,REL03030,Vattenfall Eldistribution AB,"0114",Upplands Väsby,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
3251P,24,REL03028,E.ON Energidistribution AB,"0114",Upplands Väsby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
3580AB,20,REL03035,Ellevio AB,"0114",Upplands Väsby,Ellevio AB,ellevio.se,,0771-53 53 00,
1839AN,20,REL03030,Vattenfall Eldistribution AB,"0128",Salem,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
3163BB,20,REL03035,Ellevio AB,"0128",Salem,Ellevio AB,ellevio.se,,0771-53 53 00,
498AF,20,REL00186,Telge Nät AB,"0128",Salem,Telge Nät AB,telgeenergi.se,nat@telge.se,08-550 233 00,"Box 633, 151 27 Södertälje"
1799R,20,REL00173,Sollentuna Energi och Miljö AB,"0160",Täby,Sollentuna Energi och Miljö AB,seom.se,info@seom.se,08-623 88 00,"Box 972, 191 29 Sollentuna"
198Q,20,REL03035,Ellevio AB,"0160",Täby,Ellevio AB,ellevio.se,,0771-53 53 00,
2252AF,20,REL03028,E.ON Energidistribution AB,"0160",Täby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
3580AB,20,REL03035,Ellevio AB,"0160",Täby,Ellevio AB,ellevio.se,,0771-53 53 00,
7413T,20,REL03028,E.ON Energidistribution AB,"0160",Täby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
153BK,110,REL03035,Ellevio AB,"0123",Järfälla,Ellevio AB,ellevio.se,,0771-53 53 00,
1799R,20,REL00173,Sollentuna Energi och Miljö AB,"0123",Järfälla,Sollentuna Energi och Miljö AB,seom.se,info@seom.se,08-623 88 00,"Box 972, 191 29 Sollentuna"
2252AF,20,REL03028,E.ON Energidistribution AB,"0123",Järfälla,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
2464A,20,REL03028,E.ON Energidistribution AB,"0123",Järfälla,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
3163BB,20,REL03035,Ellevio AB,"0123",Järfälla,Ellevio AB,ellevio.se,,0771-53 53 00,
3251P,24,REL03028,E.ON Energidistribution AB,"0123",Järfälla,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
153BK,110,REL03035,Ellevio AB,"0163",Sollentuna,Ellevio AB,ellevio.se,,0771-53 53 00,
1799R,20,REL00173,Sollentuna Energi och Miljö AB,"0163",Sollentuna,Sollentuna Energi och Miljö AB,seom.se,info@seom.se,08-623 88 00,"Box 972, 191 29 Sollentuna"
198Q,20,REL03035,Ellevio AB,"0163",Sollentuna,Ellevio AB,ellevio.se,,0771-53 53 00,
2252AF,20,REL03028,E.ON Energidistribution AB,"0163",Sollentuna,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
